intensity_multiplier,snr_input_db,snr_output_db,snr_improvement_db,test_mse
0.25,20.48178482055664,28.706893920898438,8.225109100341797,0.0016407923540100455
0.5,14.461185455322266,27.074893951416016,12.61370849609375,0.0023961227852851152
0.75,10.939358711242676,25.279582977294922,14.340224266052246,0.003675233107060194
1.0,8.440584182739258,23.573156356811523,15.132572174072266,0.005504485219717026
1.5,4.918759346008301,20.587621688842773,15.668862342834473,0.011020559817552567
2.0,2.419984817504883,18.14809226989746,15.728107452392578,0.01931340992450714
3.0,-1.1018403768539429,14.421670913696289,15.523511290550232,0.0452488474547863
