noise_kind,params_json,wasserstein,ks_stat,ks_pvalue,kurtosis_diff,std_ratio,near_zero_diff,rank
gaussian,"{""kind"": ""gaussian"", ""sigma"": 0.38023260949017407}",0.1062993014463082,0.1184331797235023,1.1330705833985541e-13,-10.060763415078938,0.9992947410701505,-0.028571428571428567,1
masking,"{""kind"": ""masking"", ""seg_rate"": 9.319815668202764, ""seg_len_mean"": 1.759493670886076}",0.24112553662418768,0.5691244239631337,0.0,819.4922298463249,0.1108544350296664,0.9308755760368664,2
impulse,"{""kind"": ""impulse"", ""spike_rate"": 0.02119815668202765, ""magnitude_scale"": 4.515451017495164}",0.2750803035525133,0.5594470046082949,5.10165538954e-313,48.973141678433116,1.9081649806442502,0.9092165898617512,3
