article,mean,std,skew,kurtosis,fraction_outliers,fraction_near_zero,autocorr_lag1,max_run_below_thresh
Influenza,1.8677953201504895e-08,0.3958123668721147,2.0535421395587963,9.81270854199516,0.02534562211981567,0.059907834101382486,0.8949393006964629,7
Common_cold,-1.098703129500288e-08,0.3472770152020734,1.9130100974169755,11.533915995143275,0.02534562211981567,0.08294930875576037,0.8757977071491054,4
Fever,-1.098703129500288e-08,0.20403394929784227,-1.0269721139571837,38.04708079092939,0.013824884792626729,0.059907834101382486,0.6908167105232591,4
Cough,0.0,0.2885350573914051,-0.3434644575805806,11.398278690420245,0.009216589861751152,0.04377880184331797,0.8195820582332453,4
Christmas,-7.690921906502016e-09,0.5663330289962196,1.2637121533671931,3.592478292673359,0.02534562211981567,0.03456221198156682,0.8162613010949642,3
